label,text_adv,text_ele,adv_ele
s486,"Asked whether he felt more comfortable being Captain Wales than Prince Harry, his reply was one of the most revealing he has given about his relationship with Prince Charles.","When he was asked if he felt more comfortable being Captain Wales than Prince Harry, his reply was revealing.","Asked whether he felt more comfortable being Captain Wales than Prince Harry, his reply was one of the most revealing he has given about his relationship with Prince Charles.
 |<endoflevelone>| 
When he was asked if he felt more comfortable being Captain Wales than Prince Harry, his reply was revealing."
s487,"Basically, we are creating what I call an organic computer.",We are creating an organic computer.,"Basically, we are creating what I call an organic computer.
 |<endoflevelone>| 
We are creating an organic computer."
s488,The rats were trained to press a lever when a light went on above it.,They trained the rats to press a lever when they saw a light above it.,"The rats were trained to press a lever when a light went on above it.
 |<endoflevelone>| 
They trained the rats to press a lever when they saw a light above it."
s489,Only one compartment had a light that came on above the lever.,Only one compartment had a light above the lever.,"Only one compartment had a light that came on above the lever.
 |<endoflevelone>| 
Only one compartment had a light above the lever."
s49,"Maria van der Hoeven, Executive Director of the IEA, said: Coals share of the global energy mix continues to grow each year and, if no changes are made to current policies, coal will catch oil within a decade.","Maria van der Hoeven, Executive Director of the IEA, said that the amount of coal we use continues to grow each year and, if no changes are made, coal will catch oil within ten years.","Maria van der Hoeven, Executive Director of the IEA, said: Coals share of the global energy mix continues to grow each year and, if no changes are made to current policies, coal will catch oil within a decade.
 |<endoflevelone>| 
Maria van der Hoeven, Executive Director of the IEA, said that the amount of coal we use continues to grow each year and, if no changes are made, coal will catch oil within ten years."
s490,"In trials, the second rat responded correctly to the imported brain signals 70% of the time by pressing the lever.","In tests, the second rat responded correctly to the first rats brain signals and pressed the lever 70% of the time.","In trials, the second rat responded correctly to the imported brain signals 70% of the time by pressing the lever.
 |<endoflevelone>| 
In tests, the second rat responded correctly to the first rats brain signals and pressed the lever 70% of the time."
s491,This tells us that we could create a workable network of animal brains distributed in many different locations.,"This tells us that we could create a network of animal brains, with the animals in many different locations.","This tells us that we could create a workable network of animal brains distributed in many different locations.
 |<endoflevelone>| 
This tells us that we could create a network of animal brains, with the animals in many different locations."
s492,"In theory, you could imagine that a combination of brains could provide solutions that individual brains cannot achieve by themselves.","In theory, you could imagine that a combination of brains could find solutions that individual brains cannot find alone.","In theory, you could imagine that a combination of brains could provide solutions that individual brains cannot achieve by themselves.
 |<endoflevelone>| 
In theory, you could imagine that a combination of brains could find solutions that individual brains cannot find alone."
s493,Theres a big difference between sharing sensory information and being able to plan.,Theres a big difference between sharing information through the senses and being able to plan.,"Theres a big difference between sharing sensory information and being able to plan.
 |<endoflevelone>| 
Theres a big difference between sharing information through the senses and being able to plan."
s494,"Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site, and a ceremony will be held to lay him into his new grave there, probably next year.","Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site.","Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site, and a ceremony will be held to lay him into his new grave there, probably next year.
 |<endoflevelone>| 
Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site."
s495,Leicesters Museums Service is working on plans for a new visitor centre in an old school building overlooking the site.,Leicesters Museums Service is working on plans for a new visitor centre in an old school building next to the site.,"Leicesters Museums Service is working on plans for a new visitor centre in an old school building overlooking the site.
 |<endoflevelone>| 
Leicesters Museums Service is working on plans for a new visitor centre in an old school building next to the site."
s496,"But many of the other injuries were after death, suggesting a gruesome ritual on the battlefield and as the kings body was brought back to Leicester, as he was stripped, mocked and mutilated.","But many of the other injuries were after death, which suggests that the kings naked body was mutilated as it was brought back to Leicester.","But many of the other injuries were after death, suggesting a gruesome ritual on the battlefield and as the kings body was brought back to Leicester, as he was stripped, mocked and mutilated.
 |<endoflevelone>| 
But many of the other injuries were after death, which suggests that the kings naked body was mutilated as it was brought back to Leicester."
s497,"One terrible injury, a stab through the right buttock and into his pelvis, was certainly after death and could not have happened when his lower body was protected by armour.",One terrible injury was certainly after death and could not have happened when his lower body was protected by armour.,"One terrible injury, a stab through the right buttock and into his pelvis, was certainly after death and could not have happened when his lower body was protected by armour.
 |<endoflevelone>| 
One terrible injury was certainly after death and could not have happened when his lower body was protected by armour."
s498,"It was Mathew Morris who first uncovered the body, in the first hour of the first day of the excavation.","It was Mathew Morris who first found the body, in the first hour of the first day of the excavation.","It was Mathew Morris who first uncovered the body, in the first hour of the first day of the excavation.
 |<endoflevelone>| 
It was Mathew Morris who first found the body, in the first hour of the first day of the excavation."
s499,He did not believe he had found the king.,"At first, he did not believe it was the king.","He did not believe he had found the king.
 |<endoflevelone>| 
At first, he did not believe it was the king."
s5,"Brazil said its views were endorsed last month by other members of the Amazon Cooperation Treaty (Bolivia, Colombia, Ecuador, Guyana, Suriname and Venezuela).","Brazil said other members of the Amazon Cooperation Treaty support its views (Bolivia, Colombia, Ecuador, Guyana, Suriname and Venezuela).","Brazil said its views were endorsed last month by other members of the Amazon Cooperation Treaty (Bolivia, Colombia, Ecuador, Guyana, Suriname and Venezuela).
 |<endoflevelone>| 
Brazil said other members of the Amazon Cooperation Treaty support its views (Bolivia, Colombia, Ecuador, Guyana, Suriname and Venezuela)."
s50,"According to the IEA, demand from China and India will drive world coal use in the coming five years, with India likely to overtake the US as the worlds second biggest consumer.","The IEA says that China and India will drive world coal use in the next five years, and India will probably overtake the US as the worlds second biggest consumer.","According to the IEA, demand from China and India will drive world coal use in the coming five years, with India likely to overtake the US as the worlds second biggest consumer.
 |<endoflevelone>| 
The IEA says that China and India will drive world coal use in the next five years, and India will probably overtake the US as the worlds second biggest consumer."
s500,"Ten days later, on 5 September, when further excavation proved Morris had hit the crucial spot, he returned with Lin Foxhall, head of the archaeology department, to excavate the body.","Ten days later, on 5 September, when more excavation proved Morris had found the right place, he returned with Lin Foxhall, head of the archaeology department, to excavate the body.","Ten days later, on 5 September, when further excavation proved Morris had hit the crucial spot, he returned with Lin Foxhall, head of the archaeology department, to excavate the body.
 |<endoflevelone>| 
Ten days later, on 5 September, when more excavation proved Morris had found the right place, he returned with Lin Foxhall, head of the archaeology department, to excavate the body."
s501,"We did it the usual way, lifting the arms, legs and skull first, and proceeding gradually towards the torso  so it was only when we finally saw the twisted spine that I thought: My word, I think weve got him.","We did it the usual way, lifting the arms, legs and skull first, and then we lifted the torso  so it was only when we finally saw the twisted spine that I thought: My word, I think weve found him.","We did it the usual way, lifting the arms, legs and skull first, and proceeding gradually towards the torso  so it was only when we finally saw the twisted spine that I thought: My word, I think weve got him.
 |<endoflevelone>| 
We did it the usual way, lifting the arms, legs and skull first, and then we lifted the torso  so it was only when we finally saw the twisted spine that I thought: My word, I think weve found him."
s502,"Kensington Palace announced at 8.30pm that the baby was born at 4.24pm in the exclusive Lindo Wing at St Marys Hospital, Paddington, West London.","Kensington Palace announced at 8.30pm that the baby was born at 4.24pm at St Marys Hospital, Paddington, West London.","Kensington Palace announced at 8.30pm that the baby was born at 4.24pm in the exclusive Lindo Wing at St Marys Hospital, Paddington, West London.
 |<endoflevelone>| 
Kensington Palace announced at 8.30pm that the baby was born at 4.24pm at St Marys Hospital, Paddington, West London."
s503,"The Queen, the Duke of Edinburgh, the Prince of Wales, the Duchess of Cornwall, Prince Harry and members of both families were informed and were delighted with the news that Her Royal Highness and her child were both doing well.","The Queen, the Duke of Edinburgh, the Prince of Wales, the Duchess of Cornwall, Prince Harry and members of both families were delighted with the news that Her Royal Highness and her child were both doing well.","The Queen, the Duke of Edinburgh, the Prince of Wales, the Duchess of Cornwall, Prince Harry and members of both families were informed and were delighted with the news that Her Royal Highness and her child were both doing well.
 |<endoflevelone>| 
The Queen, the Duke of Edinburgh, the Prince of Wales, the Duchess of Cornwall, Prince Harry and members of both families were delighted with the news that Her Royal Highness and her child were both doing well."
s504,"In a statement, Prince Charles said: Both my wife and I are overjoyed at the arrival of my first grandchild.",Prince Charles said: Both my wife and I are overjoyed at the arrival of my first grandchild.,"In a statement, Prince Charles said: Both my wife and I are overjoyed at the arrival of my first grandchild.
 |<endoflevelone>| 
Prince Charles said: Both my wife and I are overjoyed at the arrival of my first grandchild."
s505,"Following tradition, a formal notice was posted on an ornate rococo-style easel  the same used to announce Prince Williams birth in 1982  in the forecourt of Buckingham Palace shortly before 9pm.","Following tradition, a formal notice was put on an easel  the same easel that was used to announce Prince Williams birth in 1982  in front of Buckingham Palace just before 9pm.","Following tradition, a formal notice was posted on an ornate rococo-style easel  the same used to announce Prince Williams birth in 1982  in the forecourt of Buckingham Palace shortly before 9pm.
 |<endoflevelone>| 
Following tradition, a formal notice was put on an easel  the same easel that was used to announce Prince Williams birth in 1982  in front of Buckingham Palace just before 9pm."
s506,"Speaking outside 10 Downing Street, David Cameron said: It is wonderful news from St Marys, Paddington, and I am sure that, right across the country, and, indeed, right across the Commonwealth, people will be celebrating and wishing the royal couple well.","Speaking outside 10 Downing Street, British Prime Minister, David Cameron said: It is wonderful news from St Marys, Paddington, and I am sure that, right across the country, and, indeed, right across the Commonwealth, people are celebrating and wishing the royal couple well.","Speaking outside 10 Downing Street, David Cameron said: It is wonderful news from St Marys, Paddington, and I am sure that, right across the country, and, indeed, right across the Commonwealth, people will be celebrating and wishing the royal couple well.
 |<endoflevelone>| 
Speaking outside 10 Downing Street, British Prime Minister, David Cameron said: It is wonderful news from St Marys, Paddington, and I am sure that, right across the country, and, indeed, right across the Commonwealth, people are celebrating and wishing the royal couple well."
s507,"It is an important moment in the life of our nation but, I suppose, above all, it is a wonderful moment for a warm and loving couple who have got a brand new baby boy.","It is an important moment in the life of our nation but, above all, it is a wonderful moment for a warm and loving couple who have got a brand new baby boy.","It is an important moment in the life of our nation but, I suppose, above all, it is a wonderful moment for a warm and loving couple who have got a brand new baby boy.
 |<endoflevelone>| 
It is an important moment in the life of our nation but, above all, it is a wonderful moment for a warm and loving couple who have got a brand new baby boy."
s508,"It has been a remarkable few years for our royal family: a royal wedding that captured peoples hearts, that extraordinary and magnificent jubilee and now this royal birth  all from a family that has given this nation so much incredible service.","It has been a remarkable few years for our royal family  a royal wedding, that extraordinary and magnificent jubilee and now this royal birth.","It has been a remarkable few years for our royal family: a royal wedding that captured peoples hearts, that extraordinary and magnificent jubilee and now this royal birth  all from a family that has given this nation so much incredible service.
 |<endoflevelone>| 
It has been a remarkable few years for our royal family  a royal wedding, that extraordinary and magnificent jubilee and now this royal birth."
s509,"May God bless them all with love, health and happiness.","May God bless them all with love, health and happiness, he said.","May God bless them all with love, health and happiness.
 |<endoflevelone>| 
May God bless them all with love, health and happiness, he said."
s51,"China is the biggest coal importer, and Indonesia the biggest exporter, having temporarily overtaken Australia.","China is the biggest coal importer, and Indonesia is the biggest coal exporter.","China is the biggest coal importer, and Indonesia the biggest exporter, having temporarily overtaken Australia.
 |<endoflevelone>| 
China is the biggest coal importer, and Indonesia is the biggest coal exporter."
s510,"Without it, his blood would have boiled and his lungs might have exploded.","Without the suit, a mans blood would boil and his lungs would explode.","Without it, his blood would have boiled and his lungs might have exploded.
 |<endoflevelone>| 
Without the suit, a mans blood would boil and his lungs would explode."
s511,"Baumgartner was carried up into crystal clear skies by a gigantic balloon, which measured 30 million square cubic feet and whose skin was one-tenth the thickness of a sandwich bag.",Baumgartner went up into clear skies in an enormous balloon  it was 30 million square cubic feet and its skin was one-tenth the thickness of a sandwich bag.,"Baumgartner was carried up into crystal clear skies by a gigantic balloon, which measured 30 million square cubic feet and whose skin was one-tenth the thickness of a sandwich bag.
 |<endoflevelone>| 
Baumgartner went up into clear skies in an enormous balloon  it was 30 million square cubic feet and its skin was one-tenth the thickness of a sandwich bag."
s512,Three cameras attached to Baumgartners suit recorded his free-fall of just over four minutes  which failed to break the existing free-fall record for duration  and then the parachute opening.,"Three cameras, which were attached to Baumgartners suit, recorded his free-fall of just over four minutes and then the parachute opening.","Three cameras attached to Baumgartners suit recorded his free-fall of just over four minutes  which failed to break the existing free-fall record for duration  and then the parachute opening.
 |<endoflevelone>| 
Three cameras, which were attached to Baumgartners suit, recorded his free-fall of just over four minutes and then the parachute opening."
s513,The former paratrooper has parachuted off buildings and mountains and once into a 600 foot deep cave.,He has parachuted off buildings and mountains and once into a 600 foot deep cave.,"The former paratrooper has parachuted off buildings and mountains and once into a 600 foot deep cave.
 |<endoflevelone>| 
He has parachuted off buildings and mountains and once into a 600 foot deep cave."
s514,He was chasing five different records: the first human to ever break the sound barrier in free-fall; the highest free-fall altitude jump; the highest manned balloon flight; the longest free-fall; and his jump platform is believed to be the largest manned balloon in history.,He was trying to break five different records: the first human to ever break the sound barrier in free-fall; the highest free-fall altitude jump; the highest manned balloon flight; the longest free-fall; and his jump platform is probably the largest manned balloon in history.,"He was chasing five different records: the first human to ever break the sound barrier in free-fall; the highest free-fall altitude jump; the highest manned balloon flight; the longest free-fall; and his jump platform is believed to be the largest manned balloon in history.
 |<endoflevelone>| 
He was trying to break five different records: the first human to ever break the sound barrier in free-fall; the highest free-fall altitude jump; the highest manned balloon flight; the longest free-fall; and his jump platform is probably the largest manned balloon in history."
s515,Id like to be sitting in the same spot in the next four years as Joe Kittinger.,Id like to sit in the same place in the next four years as Joe Kittinger.,"Id like to be sitting in the same spot in the next four years as Joe Kittinger.
 |<endoflevelone>| 
Id like to sit in the same place in the next four years as Joe Kittinger."
s516,There is a young guy asking me for advice because he wants to break my record.,"If there is a young guy who wants to break my record, I want to give him advice.","There is a young guy asking me for advice because he wants to break my record.
 |<endoflevelone>| 
If there is a young guy who wants to break my record, I want to give him advice."
s517,"To laughter, he added: The most beautiful moment was when I was standing on the landing area and Mike Todd [the life support engineer who dressed Baumgartner in his suit] showed up and he had a smile on his face like a little kid.",He added: The most beautiful moment was when I was standing on the landing area and Mike Todd [the man who dressed Baumgartner in his suit] came and he had a smile on his face like a little kid.,"To laughter, he added: The most beautiful moment was when I was standing on the landing area and Mike Todd [the life support engineer who dressed Baumgartner in his suit] showed up and he had a smile on his face like a little kid.
 |<endoflevelone>| 
He added: The most beautiful moment was when I was standing on the landing area and Mike Todd [the man who dressed Baumgartner in his suit] came and he had a smile on his face like a little kid."
s518,"Earlier, Todd had told the press conference: The world needs a hero right now, and they got one in Felix Baumgartner.","Earlier, Todd said: The world needs a hero right now, and they have got one in Felix Baumgartner.","Earlier, Todd had told the press conference: The world needs a hero right now, and they got one in Felix Baumgartner.
 |<endoflevelone>| 
Earlier, Todd said: The world needs a hero right now, and they have got one in Felix Baumgartner."
s519,"He has promised to settle down and enjoy his post-jump years with his girlfriend, Nicole Oetl, flying helicopters on rescue missions in the US and Austria. ","He has promised to settle down with his girlfriend, and fly helicopters on rescue missions in the US and Austria.         ","He has promised to settle down and enjoy his post-jump years with his girlfriend, Nicole Oetl, flying helicopters on rescue missions in the US and Austria. 
 |<endoflevelone>| 
He has promised to settle down with his girlfriend, and fly helicopters on rescue missions in the US and Austria.         "
s52,According to the IEAs Medium-Term Coal Market Report the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today  the equivalent of the current coal consumption of Russia and the US combined.,"According to the IEAs Medium-Term Coal Market Report, the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today.","According to the IEAs Medium-Term Coal Market Report the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today  the equivalent of the current coal consumption of Russia and the US combined.
 |<endoflevelone>| 
According to the IEAs Medium-Term Coal Market Report, the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today."
s520,The campaign to save the beach was launched hours after the Tarifa council voted for the project.,"Hours after the Tarifa council voted for the project, a campaign started to save the beach.","The campaign to save the beach was launched hours after the Tarifa council voted for the project.
 |<endoflevelone>| 
Hours after the Tarifa council voted for the project, a campaign started to save the beach."
s521,"The campaign has a Facebook page and is supported by groups including Greenpeace, the World Wide Fund for Nature and the Spanish branch of conservation network Birdlife.",The campaign has a Facebook page and is supported by groups including Greenpeace and the World Wide Fund for Nature.,"The campaign has a Facebook page and is supported by groups including Greenpeace, the World Wide Fund for Nature and the Spanish branch of conservation network Birdlife.
 |<endoflevelone>| 
The campaign has a Facebook page and is supported by groups including Greenpeace and the World Wide Fund for Nature."
s522,"If they put it in the centre of Tarifa, where there is space, then clients could visit shops, tapas bars and restaurants.","If they put it in the centre of Tarifa, where there is space, then tourists could visit shops, bars and restaurants.","If they put it in the centre of Tarifa, where there is space, then clients could visit shops, tapas bars and restaurants.
 |<endoflevelone>| 
If they put it in the centre of Tarifa, where there is space, then tourists could visit shops, bars and restaurants."
s523,Longstanding Uncut campaigner Anna Walker said Weve chosen to really highlight the impact of the cuts on women.,Uncut campaigner Anna Walker said Weve chosen to highlight the impact of the cuts on women.,"Longstanding Uncut campaigner Anna Walker said Weve chosen to really highlight the impact of the cuts on women.
 |<endoflevelone>| 
Uncut campaigner Anna Walker said Weve chosen to highlight the impact of the cuts on women."
s524,"Starbucks is a really great target because it is on every high street across the country and thats what UK Uncut finds really important: people can take action in their local areas, she said.","Starbucks is a really great target because it is on every high street in the country so people can take action in their local areas, she said.","Starbucks is a really great target because it is on every high street across the country and thats what UK Uncut finds really important: people can take action in their local areas, she said.
 |<endoflevelone>| 
Starbucks is a really great target because it is on every high street in the country so people can take action in their local areas, she said."
s525,"The group Chief Executive, Howard Schultz, has said in a statement: Starbucks has always paid taxes in the UK despite recent suggestions to the contrary.","The group Chief Executive, Howard Schultz, said: Starbucks has always paid taxes in the UK.","The group Chief Executive, Howard Schultz, has said in a statement: Starbucks has always paid taxes in the UK despite recent suggestions to the contrary.
 |<endoflevelone>| 
The group Chief Executive, Howard Schultz, said: Starbucks has always paid taxes in the UK."
s526,"Over the last three years alone, our company has paid more than 160m in various taxes, including National Insurance contributions, VAT and business rates.","Over the last three years alone, our company has paid more than 160 million in various taxes, including national insurance*, VAT and business rates.","Over the last three years alone, our company has paid more than 160m in various taxes, including National Insurance contributions, VAT and business rates.
 |<endoflevelone>| 
Over the last three years alone, our company has paid more than 160 million in various taxes, including national insurance*, VAT and business rates."
s527,"We do need to make sure we are encouraging these businesses to invest in our country as they are, but they should be paying fair taxes as well.","We need to make sure we continue to encourage these businesses to invest in our country, but they should pay fair taxes as well.","We do need to make sure we are encouraging these businesses to invest in our country as they are, but they should be paying fair taxes as well.
 |<endoflevelone>| 
We need to make sure we continue to encourage these businesses to invest in our country, but they should pay fair taxes as well."
s528,"We spend hundreds of millions of pounds with local suppliers on milk, cakes and sandwiches, and on store design and renovations.","Starbucks spends hundreds of millions of pounds with local suppliers on milk, cakes and sandwiches, and on store design and improvements.","We spend hundreds of millions of pounds with local suppliers on milk, cakes and sandwiches, and on store design and renovations.
 |<endoflevelone>| 
Starbucks spends hundreds of millions of pounds with local suppliers on milk, cakes and sandwiches, and on store design and improvements."
s529,"In contrast, a child born in Britain today has a better than one in four chance of reaching their 100th birthday.",But a child born in Britain today has more than a 25% chance of reaching their 100th birthday.,"In contrast, a child born in Britain today has a better than one in four chance of reaching their 100th birthday.
 |<endoflevelone>| 
But a child born in Britain today has more than a 25% chance of reaching their 100th birthday."
s53,"Illegal downloading is a kind of moral squalor and theft, as much as reaching in to someones pocket and stealing their wallet is theft, says author Philip Pullman.","Illegal downloading is morally wrong, and it is theft, the same as putting your hand in someones pocket and stealing their wallet is theft, says author Philip Pullman.","Illegal downloading is a kind of moral squalor and theft, as much as reaching in to someones pocket and stealing their wallet is theft, says author Philip Pullman.
 |<endoflevelone>| 
Illegal downloading is morally wrong, and it is theft, the same as putting your hand in someones pocket and stealing their wallet is theft, says author Philip Pullman."
s530,Vancomycin Resistant Staphylococcus Aureus (VRSA) emerged in our hospitals.,We found Vancomycin Resistant Staphylococcus Aureus (VRSA) in our hospitals.,"Vancomycin Resistant Staphylococcus Aureus (VRSA) emerged in our hospitals.
 |<endoflevelone>| 
We found Vancomycin Resistant Staphylococcus Aureus (VRSA) in our hospitals."
s531,"Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly become ineffective due to the evolution of bacterial resistance.","Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly stop working because of bacterial resistance.","Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly become ineffective due to the evolution of bacterial resistance.
 |<endoflevelone>| 
Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly stop working because of bacterial resistance."
s532,This is a war like no other.,This is now a war.,"This is a war like no other.
 |<endoflevelone>| 
This is now a war."
s533,But are the countrys prisons a soft option?,But are the countrys prisons too soft?,"But are the countrys prisons a soft option?
 |<endoflevelone>| 
But are the countrys prisons too soft?"
s534,"The head of Swedens prison and probation service, Nils Oberg, announced in November 2013 that four Swedish prisons are to be closed due to an out of the ordinary decline in prisoner numbers.","The head of Swedens prison and probation service, Nils Oberg, said in November 2013 that four Swedish prisons will close because of an out of the ordinary drop in the number of prisoner.","The head of Swedens prison and probation service, Nils Oberg, announced in November 2013 that four Swedish prisons are to be closed due to an out of the ordinary decline in prisoner numbers.
 |<endoflevelone>| 
The head of Swedens prison and probation service, Nils Oberg, said in November 2013 that four Swedish prisons will close because of an out of the ordinary drop in the number of prisoner."
s535,"Although there has been no fall in crime rates, between 2011 and 2012 there was a 6% drop in Swedens prisoner population, now a little over 4,500.","There has been no fall in crime rates, but, between 2011 and 2012, there was a 6% drop in the number of people in Swedens prisons, now a little over 4,500.","Although there has been no fall in crime rates, between 2011 and 2012 there was a 6% drop in Swedens prisoner population, now a little over 4,500.
 |<endoflevelone>| 
There has been no fall in crime rates, but, between 2011 and 2012, there was a 6% drop in the number of people in Swedens prisons, now a little over 4,500."
s536,"The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail, situated 130 miles west of Stockholm.","The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail.","The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail, situated 130 miles west of Stockholm.
 |<endoflevelone>| 
The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail."
s537,"The overall reoffending rate in Sweden stands at between 30 and 40% over three years  to compare that with another European country, the number is around half that of the UK.","The reoffending rate in Sweden is between 30 and 40%  to compare that with another European country, the number is around half that of the UK.","The overall reoffending rate in Sweden stands at between 30 and 40% over three years  to compare that with another European country, the number is around half that of the UK.
 |<endoflevelone>| 
The reoffending rate in Sweden is between 30 and 40%  to compare that with another European country, the number is around half that of the UK."
s538,One strong reason for the drop in prison numbers might be the amount of post-prison support available in Sweden.,One reason for the drop in prison numbers might be the amount of post-prison support available in Sweden.,"One strong reason for the drop in prison numbers might be the amount of post-prison support available in Sweden.
 |<endoflevelone>| 
One reason for the drop in prison numbers might be the amount of post-prison support available in Sweden."
s539,There are some people who will not or cannot change.,"Of course, there are some people who will not or cannot change.","There are some people who will not or cannot change.
 |<endoflevelone>| 
Of course, there are some people who will not or cannot change."
s54,He is highly critical of internet users who think it is OK to download music or books without paying for them.,He criticizes internet users who think it is OK to download music or books without paying for them.,"He is highly critical of internet users who think it is OK to download music or books without paying for them.
 |<endoflevelone>| 
He criticizes internet users who think it is OK to download music or books without paying for them."
s540,"But, in my experience, the majority of prisoners want to change, and we must do what we can to help to facilitate that.","But, in my experience, most prisoners want to change and we must do what we can to help them.       ","But, in my experience, the majority of prisoners want to change, and we must do what we can to help to facilitate that.
 |<endoflevelone>| 
But, in my experience, most prisoners want to change and we must do what we can to help them.       "
s541,"As you can see, everything here is fine but we have to hit the terrorists, these extremists, an army officer announced.","As you can see, everything here is fine but we have to hit the terrorists, these extremists, an army officer said.","As you can see, everything here is fine but we have to hit the terrorists, these extremists, an army officer announced.
 |<endoflevelone>| 
As you can see, everything here is fine but we have to hit the terrorists, these extremists, an army officer said."
s542,"In the centre of town, a shopkeeper complained sadly that his baby daughter cries at the sound of shelling.","In the centre of town, a shopkeeper complained sadly that his baby daughter cries at the sound of explosions.","In the centre of town, a shopkeeper complained sadly that his baby daughter cries at the sound of shelling.
 |<endoflevelone>| 
In the centre of town, a shopkeeper complained sadly that his baby daughter cries at the sound of explosions."
s543,"In the beginning, when there started to be explosions, I used to have nightmares, she reflected.","In the beginning, when there started to be explosions, I used to have nightmares, she said.","In the beginning, when there started to be explosions, I used to have nightmares, she reflected.
 |<endoflevelone>| 
In the beginning, when there started to be explosions, I used to have nightmares, she said."
s544,"In February, 80 people, including schoolchildren, reportedly died near the ruling Baath Party headquarters in Mazraa.","In February, reports say that 80 people, including schoolchildren, died near the ruling Baath Party headquarters in Mazraa.","In February, 80 people, including schoolchildren, reportedly died near the ruling Baath Party headquarters in Mazraa.
 |<endoflevelone>| 
In February, reports say that 80 people, including schoolchildren, died near the ruling Baath Party headquarters in Mazraa."
s545,"I live nearby but luckily I wasnt there, recalled Munir, a university lecturer.","I live nearby but luckily I wasnt there, says Munir, a university lecturer.","I live nearby but luckily I wasnt there, recalled Munir, a university lecturer.
 |<endoflevelone>| 
I live nearby but luckily I wasnt there, says Munir, a university lecturer."
s546,"Concrete blast barriers  often painted in the Syrian flags black, red and white  now protect official premises, not just the military or defence installations that are obvious targets.","Concrete barriers  often painted in the Syrian flags black, red and white  now protect official buildings, not just the military or defence installations that are obvious targets.","Concrete blast barriers  often painted in the Syrian flags black, red and white  now protect official premises, not just the military or defence installations that are obvious targets.
 |<endoflevelone>| 
Concrete barriers  often painted in the Syrian flags black, red and white  now protect official buildings, not just the military or defence installations that are obvious targets."
s547,Only drivers with an official security clearance can use special fast lanes to avoid the wait.,Only drivers with official permission can use special fast lanes to avoid the wait.,"Only drivers with an official security clearance can use special fast lanes to avoid the wait.
 |<endoflevelone>| 
Only drivers with official permission can use special fast lanes to avoid the wait."
s548,"Ethiopia is one of the worlds poorest countries, well known for its precarious food security situation.","Ethiopia is one of the worlds poorest countries, well known for its difficult food situation.","Ethiopia is one of the worlds poorest countries, well known for its precarious food security situation.
 |<endoflevelone>| 
Ethiopia is one of the worlds poorest countries, well known for its difficult food situation."
s549,"Teffs tiny seeds  the size of poppy seeds  are high in calcium, iron and protein, and boast an impressive set of amino acids.","Teffs tiny seeds  the size of poppy seeds  are high in calcium, iron and protein, and also amino acids.","Teffs tiny seeds  the size of poppy seeds  are high in calcium, iron and protein, and boast an impressive set of amino acids.
 |<endoflevelone>| 
Teffs tiny seeds  the size of poppy seeds  are high in calcium, iron and protein, and also amino acids."
s55,It is outrageous that anyone can steal an artists work and get away with it.,It is outrageous that anyone can steal an artists work without punishment.,"It is outrageous that anyone can steal an artists work and get away with it.
 |<endoflevelone>| 
It is outrageous that anyone can steal an artists work without punishment."
s550,"Its strategy, published in 2013, argues that the grain could play an important role in school meals and emergency aid programmes, and help reduce malnutrition  particularly among children and adolescents.","It says that the grain could play an important role in school meals and emergency aid programmes, and help reduce malnutrition  particularly among children.","Its strategy, published in 2013, argues that the grain could play an important role in school meals and emergency aid programmes, and help reduce malnutrition  particularly among children and adolescents.
 |<endoflevelone>| 
It says that the grain could play an important role in school meals and emergency aid programmes, and help reduce malnutrition  particularly among children."
s551,Mama Fresh is a family firm that has been selling injera to top restaurants and hotels in the Ethiopian capital for years.,Mama Fresh is a family company that sells injera to top restaurants and hotels in the Ethiopian capital.,"Mama Fresh is a family firm that has been selling injera to top restaurants and hotels in the Ethiopian capital for years.
 |<endoflevelone>| 
Mama Fresh is a family company that sells injera to top restaurants and hotels in the Ethiopian capital."
s552,"It aims to double exports to America in 2014 and will soon start producing teff-based pizzas, bread and cookies.","But the company wants to double exports to America in 2014 and will soon start producing teff-based pizzas, bread and cookies.","It aims to double exports to America in 2014 and will soon start producing teff-based pizzas, bread and cookies.
 |<endoflevelone>| 
But the company wants to double exports to America in 2014 and will soon start producing teff-based pizzas, bread and cookies."
