index,text,level,difficulty,n_sent,n_syll,n_lex,lex_sent,syll_lex,text_c
1498,The title comes from a piece of music by Japanese composer Toru Takemitsu.,ele,66.74,1,20,13,13.0,1.5384615384615385,"['titl', 'come', 'piec', 'music', 'japanes', 'compos', 'toru', 'takemitsu']"
1499,The title is taken from a piece of music by Japanese composer Toru Takemitsu.,int,57.27,1,22,14,14.0,1.5714285714285714,"['titl', 'taken', 'piec', 'music', 'japanes', 'compos', 'toru', 'takemitsu']"
1501,"His manuscript, now delivered, will be sealed and placed alongside Atwoods in a wood-lined room in Oslos new public library, which will open in 2019.",int,63.02,1,35,25,25.0,1.4,"['hi', 'manuscript', 'deliv', 'seal', 'place', 'alongsid', 'atwood', 'woodlin', 'room', 'oslo', 'new', 'public', 'librari', 'open']"
1502,They fly in groups over the city and sit on the citys buildings.,ele,100.58,1,14,13,13.0,1.0769230769230769,"['fli', 'group', 'citi', 'sit', 'citi', 'build']"
1503,They fly in groups overhead and sit on the citys buildings.,int,94.15,1,13,11,11.0,1.1818181818181819,"['fli', 'group', 'overhead', 'sit', 'citi', 'build']"
1504,Environmental authorities are putting GoPro video cameras and GPS trackers on the birds  the birds now work in the fight against fly-tipping and illegal dumping.,ele,46.1,1,41,25,25.0,1.64,"['environment', 'author', 'put', 'gopro', 'video', 'camera', 'gp', 'tracker', 'bird', 'bird', 'work', 'fight', 'flytip', 'illeg', 'dump']"
1506,Samuel is one of the projects ten black vultures that are looking for rubbish.,ele,91.11,1,17,14,14.0,1.2142857142857142,"['samuel', 'one', 'project', 'ten', 'black', 'vultur', 'look', 'rubbish']"
1507,Samuel is one of the projects ten disease-free black vultures that are looking for rubbish.,int,81.63,1,20,15,15.0,1.3333333333333333,"['samuel', 'one', 'project', 'ten', 'diseasefre', 'black', 'vultur', 'look', 'rubbish']"
1508,USAID and the Peruvian Environment Ministry are working together on this project to try to solve Limas rubbish problem.,ele,43.73,1,32,19,19.0,1.6842105263157894,"['usaid', 'peruvian', 'environ', 'ministri', 'work', 'togeth', 'thi', 'project', 'tri', 'solv', 'lima', 'rubbish', 'problem']"
1509,USAID and the Peruvian Environment Ministry are working together on this project to tackle Limas rubbish problem.,int,37.3,1,31,17,17.0,1.8235294117647058,"['usaid', 'peruvian', 'environ', 'ministri', 'work', 'togeth', 'thi', 'project', 'tackl', 'lima', 'rubbish', 'problem']"
1510,Lima has nearly ten million inhabitants but just four landfills so there are many illegal dumps.,ele,55.24,1,25,16,16.0,1.5625,"['lima', 'ha', 'nearli', 'ten', 'million', 'inhabit', 'four', 'landfil', 'mani', 'illeg', 'dump']"
1512,"A fifth of the citys rubbish goes into the illegal dumps, according to the Environment Ministry.",ele,55.24,1,26,16,16.0,1.625,"['fifth', 'citi', 'rubbish', 'goe', 'illeg', 'dump', 'accord', 'environ', 'ministri']"
1513,"A fifth of the rubbish goes into these dumps, according to the Environment Ministry.",int,57.27,1,22,14,14.0,1.5714285714285714,"['fifth', 'rubbish', 'goe', 'dump', 'accord', 'environ', 'ministri']"
1515,"The environmental supervision agency, OEFA, says that three poorer neighbourhoods have only 12% of Limas population but have by far the most fly-tipped rubbish: Villa Maria del Triunfo (39.4%), Villa El Salvador (25.3%) and El Agustino (18.3%).",int,25.46,1,62,37,37.0,1.6756756756756757,"['environment', 'supervis', 'agenc', 'oefa', 'say', 'three', 'poorer', 'neighbourhood', 'onli', 'lima', 'popul', 'far', 'flytip', 'rubbish', 'villa', 'maria', 'del', 'triunfo', 'villa', 'el', 'salvador', 'el', 'agustino']"
1516,Europe will become the first part of the world to force car makers to use real-world emissions tests.,ele,78.59,1,24,18,18.0,1.3333333333333333,"['europ', 'becom', 'first', 'part', 'world', 'forc', 'car', 'maker', 'use', 'realworld', 'emiss', 'test']"
1517,"In an attempt to reduce air pollution, Europe will become the first part of the world to force car makers to use real-world emissions tests.",int,63.02,1,35,25,25.0,1.4,"['attempt', 'reduc', 'air', 'pollut', 'europ', 'becom', 'first', 'part', 'world', 'forc', 'car', 'maker', 'use', 'realworld', 'emiss', 'test']"
1519,"Other countries, such as China and Korea, which are also considering real-world emissions tests, will be watching what happens closely.",int,42.72,1,34,20,20.0,1.7,"['countri', 'china', 'korea', 'also', 'consid', 'realworld', 'emiss', 'test', 'watch', 'happen', 'close']"
1522,Campaigners say that car makers have tried to delay reforms to car tests.,ele,75.2,1,18,13,13.0,1.3846153846153846,"['campaign', 'say', 'car', 'maker', 'tri', 'delay', 'reform', 'car', 'test']"
1523,Campaigners say that the car industry has tried to delay reforms to car test cycles.,int,64.71,1,22,15,15.0,1.4666666666666666,"['campaign', 'say', 'car', 'industri', 'ha', 'tri', 'delay', 'reform', 'car', 'test', 'cycl']"
1527,"However, ACEA fully accepts that RDE will apply to new types of cars from September 2017.",int,72.16,1,23,16,16.0,1.4375,"['howev', 'acea', 'fulli', 'accept', 'rde', 'appli', 'new', 'type', 'car', 'septemb']"
1528,When EU representatives finally agreed a regulation for nitrogen oxide limits  with stricter road trials and monitoring of exhaust fumes  ACEA sent the European Commission their own draft regulation.,ele,16.66,1,56,29,29.0,1.9310344827586208,"['eu', 'repres', 'final', 'agre', 'regul', 'nitrogen', 'oxid', 'limit', 'stricter', 'road', 'trial', 'monitor', 'exhaust', 'fume', 'acea', 'sent', 'european', 'commiss', 'draft', 'regul']"
1529,"ACEA sent the European Commission their own draft regulation for consideration, after EU representatives finally agreed a regulation to implement the nitrogen oxide limits with strengthened road trials and strict monitoring of exhaust fumes.",int,3.13,1,67,34,34.0,1.9705882352941178,"['acea', 'sent', 'european', 'commiss', 'draft', 'regul', 'consider', 'eu', 'repres', 'final', 'agre', 'regul', 'implement', 'nitrogen', 'oxid', 'limit', 'strengthen', 'road', 'trial', 'strict', 'monitor', 'exhaust', 'fume']"
1530,Countries around the world will watch the introduction of the EUs new emissions tests carefully. ,ele,64.71,1,23,15,15.0,1.5333333333333334,"['countri', 'around', 'world', 'watch', 'introduct', 'eu', 'new', 'emiss', 'test', 'care']"
1531,The introduction of the EUs new emission tests will be watched closely around the world. ,int,73.17,1,21,15,15.0,1.4,"['introduct', 'eu', 'new', 'emiss', 'test', 'watch', 'close', 'around', 'world']"
1532,My near-death experience made me anxious about everything.,ele,46.44,1,14,8,8.0,1.75,"['neardeath', 'experi', 'made', 'anxiou', 'everyth']"
1533,My near-death experience had left me anxious about everything.,int,53.88,1,15,9,9.0,1.6666666666666667,"['neardeath', 'experi', 'left', 'anxiou', 'everyth']"
1535,"I felt that people were looking at me in the wrong way, I began to struggle with loud noises and I suffered from memory loss.",int,71.48,1,33,25,25.0,1.32,"['felt', 'peopl', 'look', 'wrong', 'way', 'began', 'struggl', 'loud', 'nois', 'suffer', 'memori', 'loss']"
1536,"I had therapy, osteopathy and massage.",ele,48.47,1,11,6,6.0,1.8333333333333333,"['therapi', 'osteopathi', 'massag']"
1539,I am grateful that I am healthy and I really want to prevent other people being injured.,int,62.68,1,25,17,17.0,1.4705882352941178,"['grate', 'healthi', 'realli', 'want', 'prevent', 'peopl', 'injur']"
1541,We have this lovely idea about dolphins and have faith in them  who would think a dolphin would ever attack a person?,int,74.53,1,29,22,22.0,1.3181818181818181,"['thi', 'love', 'idea', 'dolphin', 'faith', 'would', 'think', 'dolphin', 'would', 'ever', 'attack', 'person']"
1543,So many come here to swim with her and they dont understand how dangerous it can be.,int,88.06,1,21,17,17.0,1.2352941176470589,"['mani', 'come', 'swim', 'dont', 'understand', 'danger']"
1546,"Climate change, falling numbers of animals, rising numbers of humans and extinction mean that more and more scientists now believe that we are in the Anthropocene age  the age of extinction.",ele,40.01,1,49,31,31.0,1.5806451612903225,"['climat', 'chang', 'fall', 'number', 'anim', 'rise', 'number', 'human', 'extinct', 'mean', 'scientist', 'believ', 'anthropocen', 'age', 'age', 'extinct']"
1549,"Some populations of mammals, birds, reptiles and amphibians have suffered even bigger losses, with freshwater species declining by 76% over the same period.",int,39.67,1,39,23,23.0,1.6956521739130435,"['popul', 'mammal', 'bird', 'reptil', 'amphibian', 'suffer', 'even', 'bigger', 'loss', 'freshwat', 'speci', 'declin', 'period']"
1550,Pandas are cute and tigers are beautiful but other animals are more useful  its worms that turn our waste into nutrients and bats that catch mosquitoes and keep malaria rates down.,ele,48.47,1,45,31,31.0,1.4516129032258065,"['panda', 'cute', 'tiger', 'beauti', 'anim', 'use', 'worm', 'turn', 'wast', 'nutrient', 'bat', 'catch', 'mosquito', 'keep', 'malaria', 'rate']"
1551,Pandas may be cute and tigers beautiful but its worms that turn our waste into nutrients and bats that catch mosquitoes and keep malaria rates down.,int,70.47,1,35,26,26.0,1.3461538461538463,"['panda', 'may', 'cute', 'tiger', 'beauti', 'worm', 'turn', 'wast', 'nutrient', 'bat', 'catch', 'mosquito', 'keep', 'malaria', 'rate']"
1553,"Its not as simplistic as fish die and people starve  its more complex, said Isaac.",int,81.63,1,20,15,15.0,1.3333333333333333,"['simplist', 'fish', 'die', 'peopl', 'starv', 'complex', 'said', 'isaac']"
1556,Dancevic collapsed during the second set of his match against Frances Benot Paire on the uncovered court six at Melbourne Park.,ele,75.54,1,28,21,21.0,1.3333333333333333,"['dancev', 'collaps', 'dure', 'second', 'set', 'hi', 'match', 'franc', 'benot', 'pair', 'uncov', 'court', 'six', 'melbourn', 'park']"
1557,Dancevic collapsed during the second set of his fi rst-round match against Frances Benot Paire on the uncovered court six at Melbourne Park and passed out for a minute.,int,75.88,1,36,29,29.0,1.2413793103448276,"['dancev', 'collaps', 'dure', 'second', 'set', 'hi', 'fi', 'rstround', 'match', 'franc', 'benot', 'pair', 'uncov', 'court', 'six', 'melbourn', 'park', 'pass', 'minut']"
1559,"I dont think its fair to anybody  to the players, to the fans, to the sport  when you see players pulling out of matches, passing out, he added.",int,68.44,1,35,28,28.0,1.25,"['dont', 'think', 'fair', 'anybodi', 'player', 'fan', 'sport', 'see', 'player', 'pull', 'match', 'pass', 'ad']"
1560,"I, personally, dont think its fair and I know a lot of players dont think its fair.",ele,88.06,1,21,17,17.0,1.2352941176470589,"['person', 'dont', 'think', 'fair', 'know', 'lot', 'player', 'dont', 'think', 'fair']"
1562,"The British number one, Andy Murray, said: Its defi nitely a problem.",ele,76.22,1,17,12,12.0,1.4166666666666667,"['british', 'number', 'one', 'andi', 'murray', 'said', 'defi', 'nite', 'problem']"
1563,"The British number one, Andy Murray, said: Its defi nitely something that you have to look at.",int,79.6,1,22,17,17.0,1.2941176470588236,"['british', 'number', 'one', 'andi', 'murray', 'said', 'defi', 'nite', 'someth', 'look']"
1565,"And it looks terrible for the whole sport when people are collapsing, ball kids are collapsing, people in the stands are collapsing.",int,57.61,1,32,22,22.0,1.4545454545454546,"['look', 'terribl', 'whole', 'sport', 'peopl', 'collaps', 'ball', 'kid', 'collaps', 'peopl', 'stand', 'collaps']"
1567,Caroline Wozniacki said: I put the water bottle down on the court and it started melting a little bit underneath the plastic.,int,49.15,1,35,22,22.0,1.5909090909090908,"['carolin', 'wozniacki', 'said', 'put', 'water', 'bottl', 'court', 'start', 'melt', 'littl', 'bit', 'underneath', 'plastic']"
1568,John Isner said: It was like an oven when I open the oven and the potatoes are ready.,ele,95.51,1,20,18,18.0,1.1111111111111112,"['john', 'isner', 'said', 'wa', 'like', 'oven', 'open', 'oven', 'potato', 'readi']"
1569,John Isner said: It was like an oven when I open the oven and the potatoes are done.,int,95.51,1,20,18,18.0,1.1111111111111112,"['john', 'isner', 'said', 'wa', 'like', 'oven', 'open', 'oven', 'potato', 'done']"
1572,"Dancevic, who said he felt dizzy from the middle of the second set, unsurprisingly lost 76, 63, 64.",ele,70.13,1,25,18,18.0,1.3888888888888888,"['dancev', 'said', 'felt', 'dizzi', 'middl', 'second', 'set', 'unsurprisingli', 'lost']"
1573,"Dancevic, who said he had felt dizzy from the middle of the second set, started playing again after medical attention but, unsurprisingly, lost 76, 63, 64.",int,53.55,1,40,26,26.0,1.5384615384615385,"['dancev', 'said', 'felt', 'dizzi', 'middl', 'second', 'set', 'start', 'play', 'medic', 'attent', 'unsurprisingli', 'lost']"
1577,"If youve trained hard enough your entire life, or the last few weeks, and you believe you can do it and come through it, theres no reason.",int,86.37,1,31,27,27.0,1.1481481481481481,"['youv', 'train', 'hard', 'enough', 'entir', 'life', 'last', 'week', 'believ', 'come', 'reason']"
1581,Webb and the Colombian former executive committee member Luis Bedoya were among those whose guilty pleas were entered in the US.,int,67.08,1,30,21,21.0,1.4285714285714286,"['webb', 'colombian', 'former', 'execut', 'committe', 'member', 'lui', 'bedoya', 'among', 'whose', 'guilti', 'plea', 'enter', 'us']"
1583,"Eleven current and former members of FIFAs executive committee have now been charged in the investigation, which alleges $200m in bribes, mainly as kickbacks from TV and marketing contracts but also FIFAs development programmes.",int,28.51,1,59,34,34.0,1.7352941176470589,"['eleven', 'current', 'former', 'member', 'fifa', 'execut', 'committe', 'charg', 'investig', 'alleg', 'bribe', 'mainli', 'kickback', 'tv', 'market', 'contract', 'also', 'fifa', 'develop', 'programm']"
1587,"Days later, Blatter won a fifth term as president but then agreed to step down as the crisis grew.",int,77.57,1,24,19,19.0,1.263157894736842,"['day', 'later', 'blatter', 'fifth', 'term', 'presid', 'agre', 'step', 'crisi', 'grew']"
1588,"He was then suspended together with the UEFA President, Michel Platini, because of an alleged 1.3m payment to the Frenchman.",ele,42.72,1,33,20,20.0,1.65,"['wa', 'suspend', 'togeth', 'uefa', 'presid', 'michel', 'platini', 'becaus', 'alleg', 'payment', 'frenchman']"
1590,Both men might get life bans when the FIFA ethics committee hears their case in December if they are found guilty.,ele,84.0,1,26,21,21.0,1.2380952380952381,"['men', 'might', 'get', 'life', 'ban', 'fifa', 'ethic', 'committe', 'hear', 'case', 'decemb', 'found', 'guilti']"
1592,Recent research showed half of tenants were unable to save any money for a deposit and a quarter could only save 100 or less each month.,ele,70.47,1,34,26,26.0,1.3076923076923077,"['recent', 'research', 'show', 'half', 'tenant', 'unabl', 'save', 'ani', 'money', 'deposit', 'quarter', 'could', 'onli', 'save', 'less', 'month']"
1593,"Recent research showed half of tenants were unable to save a penny towards a deposit, while a quarter could only save 100 or less each month.",int,70.47,1,35,26,26.0,1.3461538461538463,"['recent', 'research', 'show', 'half', 'tenant', 'unabl', 'save', 'penni', 'toward', 'deposit', 'quarter', 'could', 'onli', 'save', 'less', 'month']"
1595,"However, it also found that 30% were not saving any money.",int,68.77,1,16,11,11.0,1.4545454545454546,"['howev', 'also', 'found', 'save', 'ani', 'money']"
1597,"Michael Day, 30, who lives with his parents in Bristol, says he has been caught between paying high rents and saving for a mortgage deposit.",int,71.48,1,32,25,25.0,1.28,"['michael', 'day', 'live', 'hi', 'parent', 'bristol', 'say', 'ha', 'caught', 'pay', 'high', 'rent', 'save', 'mortgag', 'deposit']"
1600,"Sue Green, who works for Saga, a business that sells insurance to people over 50, said most parents did not think their children would live with them in their 20s or 30s.",ele,72.84,1,38,32,32.0,1.1875,"['sue', 'green', 'work', 'saga', 'busi', 'sell', 'insur', 'peopl', 'said', 'parent', 'think', 'children', 'would', 'live']"
1603,"Jenna Gavin, 29, lives in Southport, Merseyside, in the family home where she grew up.",int,81.63,1,20,15,15.0,1.3333333333333333,"['jenna', 'gavin', 'live', 'southport', 'merseysid', 'famili', 'home', 'grew']"
1605,Ive looked at buying and seen mortgage advisers but I just cant borrow enough to get on the property ladder.,int,68.1,1,28,20,20.0,1.4,"['ive', 'look', 'buy', 'seen', 'mortgag', 'advis', 'cant', 'borrow', 'enough', 'get', 'properti', 'ladder']"
1606,She is trying to save for a deposit.,ele,88.74,1,10,8,8.0,1.25,"['tri', 'save', 'deposit']"
1607,Gavin is trying to save for a deposit.,int,88.74,1,10,8,8.0,1.25,"['gavin', 'tri', 'save', 'deposit']"
1608,"Its difficult to save enough money  even a 5% deposit is such a lot of money, she said.",ele,78.59,1,24,18,18.0,1.3333333333333333,"['difficult', 'save', 'enough', 'money', 'even', 'deposit', 'lot', 'money', 'said']"
1609,"Its difficult to save enough money  even a 5% deposit is such a lot of money and I would like to have a bigger deposit, she said.",int,69.45,1,35,27,27.0,1.2962962962962963,"['difficult', 'save', 'enough', 'money', 'even', 'deposit', 'lot', 'money', 'would', 'like', 'bigger', 'deposit', 'said']"
1610,They want me to try to save and I do other things  I buy food and I do things around the house.,ele,91.45,1,24,22,22.0,1.0909090909090908,"['want', 'tri', 'save', 'thing', 'buy', 'food', 'thing', 'around', 'hous']"
1612,Women have traditionally had a minor role in professional football but this may be changing.,ele,47.79,1,26,15,15.0,1.7333333333333334,"['women', 'tradit', 'minor', 'role', 'profession', 'footbal', 'thi', 'may', 'chang']"
1613,"Women have traditionally played a minor role in professional football, but this may be changing.",int,47.79,1,26,15,15.0,1.7333333333333334,"['women', 'tradit', 'play', 'minor', 'role', 'profession', 'footbal', 'thi', 'may', 'chang']"
1614,France has just employed its first female professional team manager.,ele,52.87,1,17,10,10.0,1.7,"['franc', 'ha', 'employ', 'first', 'femal', 'profession', 'team', 'manag']"
1615,France has just appointed its first female professional team manager.,int,44.41,1,18,10,10.0,1.8,"['franc', 'ha', 'appoint', 'first', 'femal', 'profession', 'team', 'manag']"
1616,"It did not matter if it was, as some people suggested, just a publicity stunt for a minor team, Clermont Foot 63.",ele,66.07,1,31,22,22.0,1.4090909090909092,"['matter', 'wa', 'peopl', 'suggest', 'public', 'stunt', 'minor', 'team', 'clermont', 'foot']"
1617,"It did not matter if it was, as some people suggested, just a publicity stunt for a minor team, Clermont Foot 63, which is currently 14th out of the 20 teams in its league.",int,62.35,1,45,34,34.0,1.3235294117647058,"['matter', 'wa', 'peopl', 'suggest', 'public', 'stunt', 'minor', 'team', 'clermont', 'foot', 'current', 'th', 'team', 'leagu']"
1619,"As a woman, its made me happy, Vronique Soulier, president of the clubs supporters association, told journalists.",int,37.3,1,30,17,17.0,1.7647058823529411,"['woman', 'made', 'happi', 'vroniqu', 'soulier', 'presid', 'club', 'support', 'associ', 'told', 'journalist']"
1620,"The new manager of Clermont Foot 63 was born in Alhandra, Portugal and has a masters degree in sports science.",ele,59.64,1,30,20,20.0,1.5,"['new', 'manag', 'clermont', 'foot', 'wa', 'born', 'alhandra', 'portug', 'ha', 'master', 'degre', 'sport', 'scienc']"
1621,"The new manager of Clermont Foot 63, whose average home crowd is around 3,800, was born in Alhandra, Portugal and graduated with a masters degree in sports science.",int,51.52,1,43,28,28.0,1.5357142857142858,"['new', 'manag', 'clermont', 'foot', 'whose', 'averag', 'home', 'crowd', 'around', 'wa', 'born', 'alhandra', 'portug', 'graduat', 'master', 'degre', 'sport', 'scienc']"
1625,"Not the Argentinian and FC Barcelona record-breaking striker Lionel Messi, but Junior Messi Enguene, a 20-year-old midfielder from Cameroon.",int,43.73,1,32,19,19.0,1.6842105263157894,"['argentinian', 'fc', 'barcelona', 'recordbreak', 'striker', 'lionel', 'messi', 'junior', 'messi', 'enguen', 'yearold', 'midfield', 'cameroon']"
1626,"In 1999, she became coach of the mens team Viterbese.",ele,103.63,1,11,10,10.0,1.1,"['becam', 'coach', 'men', 'team', 'viterbes']"
1627,"In 1999, she was named as the coach of the mens team Viterbese.",int,109.04,1,13,13,13.0,1.0,"['wa', 'name', 'coach', 'men', 'team', 'viterbes']"
1628,"But, after only two games, she resigned from the job because of a disagreement with the clubs owner.",ele,70.13,1,25,18,18.0,1.3888888888888888,"['onli', 'two', 'game', 'resign', 'job', 'becaus', 'disagr', 'club', 'owner']"
1629,"But, after only two games, she resigned from the job because of a disagreement with the clubs proprietor.",int,70.13,1,26,18,18.0,1.4444444444444444,"['onli', 'two', 'game', 'resign', 'job', 'becaus', 'disagr', 'club', 'proprietor']"
1630,"She added: I see too many men, even in the womens game, who do not have the same expertise as women but are working.",ele,80.96,1,29,24,24.0,1.2083333333333333,"['ad', 'see', 'mani', 'men', 'even', 'women', 'game', 'expertis', 'women', 'work']"
1633,"I told myself that, if I took charge of a club again, Id hire a woman as my number two.",int,85.02,1,23,20,20.0,1.15,"['told', 'took', 'charg', 'club', 'id', 'hire', 'woman', 'number', 'two']"
1635,"In my opinion, its just a publicity stunt to get people talking about the club and she wont last the season.",int,75.54,1,28,21,21.0,1.3333333333333333,"['opinion', 'public', 'stunt', 'get', 'peopl', 'talk', 'club', 'wont', 'last', 'season']"
1637,A third wrote: I wish her welcome and success but I think itll be hard for her to make her mark as a woman in such a macho business.,int,75.88,1,34,29,29.0,1.1724137931034482,"['third', 'wrote', 'wish', 'welcom', 'success', 'think', 'itll', 'hard', 'make', 'mark', 'woman', 'macho', 'busi']"
1639,"But Soulier was hopeful: Hopefully, with the new manager, the club can find the motivation theyre lacking at the moment, she said.",int,57.61,1,33,22,22.0,1.5,"['soulier', 'wa', 'hope', 'hope', 'new', 'manag', 'club', 'find', 'motiv', 'theyr', 'lack', 'moment', 'said']"
1642,The images show dramatic mountains made from solid water ice as big as the Alps or the Rockies.,ele,70.13,1,25,18,18.0,1.3888888888888888,"['imag', 'show', 'dramat', 'mountain', 'made', 'solid', 'water', 'ice', 'big', 'alp', 'rocki']"
1643,The images show dramatic mountain ranges made from solid water ice as big as the Alps or the Rockies.,int,69.11,1,26,19,19.0,1.368421052631579,"['imag', 'show', 'dramat', 'mountain', 'rang', 'made', 'solid', 'water', 'ice', 'big', 'alp', 'rocki']"
1644,"The extraordinary images of the former ninth planet and its large moon, Charon, were sent four billion miles back to Earth from the New Horizons spacecraft.",ele,62.01,1,36,26,26.0,1.3846153846153846,"['extraordinari', 'imag', 'former', 'ninth', 'planet', 'larg', 'moon', 'charon', 'sent', 'four', 'billion', 'mile', 'back', 'earth', 'new', 'horizon', 'spacecraft']"
1645,"The extraordinary images of the former ninth planet and its large moon, Charon, were sent back 4bn miles to Earth from the New Horizons spacecraft.",int,63.02,1,34,25,25.0,1.36,"['extraordinari', 'imag', 'former', 'ninth', 'planet', 'larg', 'moon', 'charon', 'sent', 'back', 'bn', 'mile', 'earth', 'new', 'horizon', 'spacecraft']"
1646,"The Kuiper belt is the solar systems mysterious third zone where Pluto is, with about 100,000 smaller icy objects.",ele,69.11,1,27,19,19.0,1.4210526315789473,"['kuiper', 'belt', 'solar', 'system', 'mysteri', 'third', 'zone', 'pluto', 'smaller', 'ici', 'object']"
1648,"Pluto used to be the ninth planet but, since 2006, it has been a dwarf planet.",ele,89.08,1,19,16,16.0,1.1875,"['pluto', 'use', 'ninth', 'planet', 'sinc', 'ha', 'dwarf', 'planet']"
1649,"Pluto used to be the ninth planet but, since 2006, it has been known as a dwarf planet.",int,87.05,1,21,18,18.0,1.1666666666666667,"['pluto', 'use', 'ninth', 'planet', 'sinc', 'ha', 'known', 'dwarf', 'planet']"
1650,Scientists believe the mountains on Pluto are made from water ice with just a thin cover of methane and nitrogen.,ele,59.64,1,30,20,20.0,1.5,"['scientist', 'believ', 'mountain', 'pluto', 'made', 'water', 'ice', 'thin', 'cover', 'methan', 'nitrogen']"
1653,Water ice is strong enough to hold up big mountains and thats what we think we can see here.,int,94.49,1,21,19,19.0,1.105263157894737,"['water', 'ice', 'strong', 'enough', 'hold', 'big', 'mountain', 'think', 'see']"
1654,This means it takes New Horizons hours to send back a picture and it will take 16 months to send back all the data.,ele,89.42,1,27,24,24.0,1.125,"['thi', 'mean', 'take', 'new', 'horizon', 'hour', 'send', 'back', 'pictur', 'take', 'month', 'send', 'back', 'data']"
1658,"We talked to five people who do some unusual jobs about how much they are paid, what the worst parts are and why they enjoy their work.",ele,86.37,1,31,27,27.0,1.1481481481481481,"['talk', 'five', 'peopl', 'unusu', 'job', 'much', 'paid', 'worst', 'part', 'whi', 'enjoy', 'work']"
1661,"Typical salary: The entry-level salary is usually around 14,500 and a top salary can be up to 22,000.",int,78.59,1,24,18,18.0,1.3333333333333333,"['typic', 'salari', 'entrylevel', 'salari', 'usual', 'around', 'top', 'salari']"
1662,"But the emotional side of the job is still hard, he says.",ele,93.14,1,14,12,12.0,1.1666666666666667,"['emot', 'side', 'job', 'still', 'hard', 'say']"
1666,"A typical salary for a chief technical officer is 30,000.",ele,61.33,1,16,10,10.0,1.6,"['typic', 'salari', 'chief', 'technic', 'offic']"
1669,"Theyre not at all dangerous but they are almost pure muscle and they can be a little bit slimy, says Stephen Mowat, an eel conservationist and ecologist for the Zoological Society of London.",int,46.44,1,51,33,33.0,1.5454545454545454,"['theyr', 'danger', 'almost', 'pure', 'muscl', 'littl', 'bit', 'slimi', 'say', 'stephen', 'mowat', 'eel', 'conservationist', 'ecologist', 'zoolog', 'societi', 'london']"
1671,"Job satisfaction: Working outdoors and seeing British wildlife up close is the best part of the job, says Mowat.",int,77.57,1,25,19,19.0,1.3157894736842106,"['job', 'satisfact', 'work', 'outdoor', 'see', 'british', 'wildlif', 'close', 'best', 'part', 'job', 'say', 'mowat']"
1672,"Shopping channel presenter The job: To sell and demonstrate lots of different products on live TV  What this person does: Presents hours and hours of boring TV and, at the same time, demonstrates the products and looks enthusiastic about everything that they are selling.",ele,35.28,1,64,44,44.0,1.4545454545454546,"['shop', 'channel', 'present', 'job', 'sell', 'demonstr', 'lot', 'differ', 'product', 'live', 'tv', 'thi', 'person', 'doe', 'present', 'hour', 'hour', 'bore', 'tv', 'time', 'demonstr', 'product', 'look', 'enthusiast', 'everyth', 'sell']"
1675,"I prepare and research as much technical and practical information as possible on every single product beforehand, says Shaun Ryan, presenter for Ideal World TV.",int,29.18,1,44,25,25.0,1.76,"['prepar', 'research', 'much', 'technic', 'practic', 'inform', 'possibl', 'everi', 'singl', 'product', 'beforehand', 'say', 'shaun', 'ryan', 'present', 'ideal', 'world', 'tv']"
1676,"Chemists have waited a long time to find a new element and, now, researchers in Japan, Russia and the US have discovered four.",ele,73.51,1,30,23,23.0,1.3043478260869565,"['chemist', 'wait', 'long', 'time', 'find', 'new', 'element', 'research', 'japan', 'russia', 'us', 'discov', 'four']"
1677,"Chemists have waited a long time for a new element to turn up and, now, four have been discovered by researchers in Japan, Russia and the US.",int,69.45,1,34,27,27.0,1.2592592592592593,"['chemist', 'wait', 'long', 'time', 'new', 'element', 'turn', 'four', 'discov', 'research', 'japan', 'russia', 'us']"
1678,"They are the first elements to be added since 2011, when elements 114 and 116 were included.",ele,71.14,1,23,17,17.0,1.3529411764705883,"['first', 'element', 'ad', 'sinc', 'element', 'includ']"
1681,"IUPAC announced that a Russian-American team of scientists at the Joint Institute for Nuclear Research in Dubna and Lawrence Livermore National Laboratory in California had produced enough evidence to claim the discovery of elements 115, 117 and 118.",int,15.99,1,69,38,38.0,1.8157894736842106,"['iupac', 'announc', 'russianamerican', 'team', 'scientist', 'joint', 'institut', 'nuclear', 'research', 'dubna', 'lawrenc', 'livermor', 'nation', 'laboratori', 'california', 'produc', 'enough', 'evid', 'claim', 'discoveri', 'element']"
1685,"Kosuke Morita, who led the research at RIKEN, said his team now planned to look to the uncharted territory of element 119 and beyond.",int,55.58,1,35,24,24.0,1.4583333333333333,"['kosuk', 'morita', 'led', 'research', 'riken', 'said', 'hi', 'team', 'plan', 'look', 'unchart', 'territori', 'element', 'beyond']"
1688,The work helps us understand radioactive decay.,ele,55.91,1,12,7,7.0,1.7142857142857142,"['work', 'help', 'us', 'understand', 'radioact', 'decay']"
1689,The work helps us with our models and with understanding radioactive decay.,int,59.3,1,19,12,12.0,1.5833333333333333,"['work', 'help', 'us', 'model', 'understand', 'radioact', 'decay']"
1696,"Paul Karol, chair of the IUPAC panel that checked the elements, said: It will be a long time before we can find practical uses for the new elements. ",ele,59.98,1,39,28,28.0,1.3928571428571428,"['paul', 'karol', 'chair', 'iupac', 'panel', 'check', 'element', 'said', 'long', 'time', 'befor', 'find', 'practic', 'use', 'new', 'element']"
