label,text_ele,text_int,int_ele
s565,We should break our fast when its dusk but we eat when the sun is up.,Youre supposed to break your fast when its dusk but we eat when the sun is up.,"Youre supposed to break your fast when its dusk but we eat when the sun is up.
 |<endoflevelone>| 
We should break our fast when its dusk but we eat when the sun is up."
s566,"In Inuvik, where most of the population is Inuit, the Muslim community has tried to find a balance between Ramadan and the local culture and traditions.","In Inuvik, where most of the population is Inuit, the Muslim community has tried to strike a balance between Ramadan and the local culture and traditions.","In Inuvik, where most of the population is Inuit, the Muslim community has tried to strike a balance between Ramadan and the local culture and traditions.
 |<endoflevelone>| 
In Inuvik, where most of the population is Inuit, the Muslim community has tried to find a balance between Ramadan and the local culture and traditions."
s567,"We make a soup or curry, but we dont use beef, we use reindeer.","We make a soup or curry, but instead of using beef, we use reindeer.","We make a soup or curry, but instead of using beef, we use reindeer.
 |<endoflevelone>| 
We make a soup or curry, but we dont use beef, we use reindeer."
s568,Its particularly true for people like Karim who have followed the local sunrise and sunset carefully.,Its particularly true for those like Karim who have followed the local sunrise and sunset carefully.,"Its particularly true for those like Karim who have followed the local sunrise and sunset carefully.
 |<endoflevelone>| 
Its particularly true for people like Karim who have followed the local sunrise and sunset carefully."
s569,"Ramadan will then fall during winter and, in Iqaluit, the sun will rise and set within a few hours each day.","Ramadan will eventually fall during winter and, in Iqaluit, the sun will rise and set within a few hours each day.","Ramadan will eventually fall during winter and, in Iqaluit, the sun will rise and set within a few hours each day.
 |<endoflevelone>| 
Ramadan will then fall during winter and, in Iqaluit, the sun will rise and set within a few hours each day."
s57,"120 companies have joined our Think, Act, Report scheme, which encourages companies to improve the way they recruit, promote and pay women.","We have signed up 120 companies to our Think, Act, Report scheme, which encourages companies to improve the way they recruit, promote and pay women.","We have signed up 120 companies to our Think, Act, Report scheme, which encourages companies to improve the way they recruit, promote and pay women.
 |<endoflevelone>| 
120 companies have joined our Think, Act, Report scheme, which encourages companies to improve the way they recruit, promote and pay women."
s570,Oh yes!         ,"Oh yes, definitely.   ","Oh yes, definitely.   
 |<endoflevelone>| 
Oh yes!         "
s571,Dr Ben Brabon of Edgehill University teaches a MOOC  a massive open online course.,Dr Ben Brabon of Edgehill University teaches a MOOC  a massive open online course  in literature.,"Dr Ben Brabon of Edgehill University teaches a MOOC  a massive open online course  in literature.
 |<endoflevelone>| 
Dr Ben Brabon of Edgehill University teaches a MOOC  a massive open online course."
s572,Brabon says that many students enrol on MOOCs because they are free and they enjoy communicating with other students.,"According to Brabon, many students enrol on MOOCs because they are free and they enjoy communicating with other students.","According to Brabon, many students enrol on MOOCs because they are free and they enjoy communicating with other students.
 |<endoflevelone>| 
Brabon says that many students enrol on MOOCs because they are free and they enjoy communicating with other students."
s573,MOOCs are the newest idea to try to make higher education available to everyone.,MOOCs are the newest big idea to try to make higher education available to everyone.,"MOOCs are the newest big idea to try to make higher education available to everyone.
 |<endoflevelone>| 
MOOCs are the newest idea to try to make higher education available to everyone."
s574,Students in developing countries who really want access to first-world universities?,Students in developing countries who want access to first-world universities?,"Students in developing countries who want access to first-world universities?
 |<endoflevelone>| 
Students in developing countries who really want access to first-world universities?"
s575,"Or hobby learners, who want to learn about a subject they find interesting?","Or hobby learners, who want to learn about a subject area in which they have an interest?","Or hobby learners, who want to learn about a subject area in which they have an interest?
 |<endoflevelone>| 
Or hobby learners, who want to learn about a subject they find interesting?"
s576,"His literature course had 1,000 enrolments but only 31 people completed the course.","His literature course had 1,000 enrolments and 31 completions.","His literature course had 1,000 enrolments and 31 completions.
 |<endoflevelone>| 
His literature course had 1,000 enrolments but only 31 people completed the course."
s577,"With MOOCs, theres very little support: the student does not get any individual attention.","With MOOCs, theres very little support available: the student does not get any individual attention.","With MOOCs, theres very little support available: the student does not get any individual attention.
 |<endoflevelone>| 
With MOOCs, theres very little support: the student does not get any individual attention."
s578,"This may mean that online study is unattractive or difficult for someone without high-level qualifications, but it suggests that MOOCs could be a really good tool for continuing education, he added.","Although this may mean that online study is unattractive or difficult for someone without high-level qualifications, it suggests, he says, that MOOCs could be a really good tool for continuing education.","Although this may mean that online study is unattractive or difficult for someone without high-level qualifications, it suggests, he says, that MOOCs could be a really good tool for continuing education.
 |<endoflevelone>| 
This may mean that online study is unattractive or difficult for someone without high-level qualifications, but it suggests that MOOCs could be a really good tool for continuing education, he added."
s579,"Instead, he suggests blended learning that combines a campus experience with a MOOC; also, perhaps, using MOOCs to create a global degree, with students taking courses from across the world, might be possible.","Instead, he suggests a blended approach that combines a campus experience with a MOOC; also, perhaps, using MOOCs to create a global degree, with students taking courses from across the world, might be possible.","Instead, he suggests a blended approach that combines a campus experience with a MOOC; also, perhaps, using MOOCs to create a global degree, with students taking courses from across the world, might be possible.
 |<endoflevelone>| 
Instead, he suggests blended learning that combines a campus experience with a MOOC; also, perhaps, using MOOCs to create a global degree, with students taking courses from across the world, might be possible."
s58,"Weve also looked at other causes of the pay gap, such as having to juggle work and family.","Weve also looked at other pay gap causes, such as having to juggle work and family responsibilities.","Weve also looked at other pay gap causes, such as having to juggle work and family responsibilities.
 |<endoflevelone>| 
Weve also looked at other causes of the pay gap, such as having to juggle work and family."
s580,"At present, the course content and assessment standards of MOOCs have no quality assurance, so employers will not be impressed by them.","For now, MOOC completion certificates have no quality assurance on either the course content or its assessment standards, so employers will not be impressed by them.","For now, MOOC completion certificates have no quality assurance on either the course content or its assessment standards, so employers will not be impressed by them.
 |<endoflevelone>| 
At present, the course content and assessment standards of MOOCs have no quality assurance, so employers will not be impressed by them."
s581,Some people hope that MOOCs will bring the best of first-world teaching to students in less developed countries.,Some people are idealistic about MOOCs  they want to bring the best of first-world teaching to students in less developed countries.,"Some people are idealistic about MOOCs  they want to bring the best of first-world teaching to students in less developed countries.
 |<endoflevelone>| 
Some people hope that MOOCs will bring the best of first-world teaching to students in less developed countries."
s582,"Mike Sharples, chair of Educational Technology, doesnt agree.","Mike Sharples, chair of Educational Technology, doesnt agree with that cynicism.","Mike Sharples, chair of Educational Technology, doesnt agree with that cynicism.
 |<endoflevelone>| 
Mike Sharples, chair of Educational Technology, doesnt agree."
s583,"If people are fascinated by learning, then why not?","If people are genuinely fascinated by learning, then why not?","If people are genuinely fascinated by learning, then why not?
 |<endoflevelone>| 
If people are fascinated by learning, then why not?"
s584,"The building repairs are happening after the Rana Plaza building in the capital of Bangladesh, Dhaka, collapsed in 2013 and 1,138 people died.","The building repairs are happening in the wake of the collapse of the Rana Plaza complex in the capital of Bangladesh, Dhaka, in 2013, in which 1,138 people were killed.","The building repairs are happening in the wake of the collapse of the Rana Plaza complex in the capital of Bangladesh, Dhaka, in 2013, in which 1,138 people were killed.
 |<endoflevelone>| 
The building repairs are happening after the Rana Plaza building in the capital of Bangladesh, Dhaka, collapsed in 2013 and 1,138 people died."
s585,"The owner of one Dhaka factory, Softex Cotton, said he will take legal action against the Accord because his factory was closed down as a result of structural problems.","The owner of one Dhaka-based factory, Softex Cotton, has said he will take legal action against the Accord because his factory was closed down due to structural problems.","The owner of one Dhaka-based factory, Softex Cotton, has said he will take legal action against the Accord because his factory was closed down due to structural problems.
 |<endoflevelone>| 
The owner of one Dhaka factory, Softex Cotton, said he will take legal action against the Accord because his factory was closed down as a result of structural problems."
s586,"Another factory owner said that, when a factory closed, even for a few months, it would lose orders and close permanently: There is no such thing as temporary closure, he said.","Another factory owner said that, once a factory closed its doors, even for a few months, it would lose orders and close permanently: There is no such thing as temporary closure, he said.","Another factory owner said that, once a factory closed its doors, even for a few months, it would lose orders and close permanently: There is no such thing as temporary closure, he said.
 |<endoflevelone>| 
Another factory owner said that, when a factory closed, even for a few months, it would lose orders and close permanently: There is no such thing as temporary closure, he said."
s587,"Jenny Holdcroft, policy director for IndustriALL, which has been closely involved in the Accord, said that the agreement made sure that factories would not lose orders during closure because companies agreed to continue orders with suppliers for two years.","Jenny Holdcroft, policy director for IndustriALL, which has been closely involved in the Accord, said that the agreement ensured that factories would not lose orders during closure because brands had committed to maintain orders with suppliers for two years.","Jenny Holdcroft, policy director for IndustriALL, which has been closely involved in the Accord, said that the agreement ensured that factories would not lose orders during closure because brands had committed to maintain orders with suppliers for two years.
 |<endoflevelone>| 
Jenny Holdcroft, policy director for IndustriALL, which has been closely involved in the Accord, said that the agreement made sure that factories would not lose orders during closure because companies agreed to continue orders with suppliers for two years."
s588,She said that factory owners who could afford to pay for repairs and compensation for workers should make the payments.,She said the detail on who would make payments had been left open in order to ensure that all those factory owners who could afford to pay for repairs and compensation for workers made the necessary payments.,"She said the detail on who would make payments had been left open in order to ensure that all those factory owners who could afford to pay for repairs and compensation for workers made the necessary payments.
 |<endoflevelone>| 
She said that factory owners who could afford to pay for repairs and compensation for workers should make the payments."
s589,Companies dont want to pay so that rich factory owners can continue to just take the profits and not spend on their factories for years.,Brands dont want to commit to paying so that rich factory owners who have just pocketed the profits and not been spending on their factories for years continue to do so.,"Brands dont want to commit to paying so that rich factory owners who have just pocketed the profits and not been spending on their factories for years continue to do so.
 |<endoflevelone>| 
Companies dont want to pay so that rich factory owners can continue to just take the profits and not spend on their factories for years."
s59,The scheme has only attracted 120 companies in nearly two years.,The scheme has only attracted 120 supporters in nearly two years of existence.,"The scheme has only attracted 120 supporters in nearly two years of existence.
 |<endoflevelone>| 
The scheme has only attracted 120 companies in nearly two years."
s590,A spokesman for the Accord said negotiations over payments and even legal action would not delay its work to improve safety in factories.,A spokesman for the Accord said negotiations over payments and even legal action would not hold up its work to improve safety in factories.,"A spokesman for the Accord said negotiations over payments and even legal action would not hold up its work to improve safety in factories.
 |<endoflevelone>| 
A spokesman for the Accord said negotiations over payments and even legal action would not delay its work to improve safety in factories."
s591,We had a big meeting with the Accord to make them understand they have to help or how will we help our workers?,We had a big meeting with the Accord to make them understand they have to come forward or how will we help our workers?,"We had a big meeting with the Accord to make them understand they have to come forward or how will we help our workers?
 |<endoflevelone>| 
We had a big meeting with the Accord to make them understand they have to help or how will we help our workers?"
s592,"But, the children who learn in this three-square-metre room are lucky.","However, the children who learn in this three-square-metre room are the lucky ones.","However, the children who learn in this three-square-metre room are the lucky ones.
 |<endoflevelone>| 
But, the children who learn in this three-square-metre room are lucky."
s593,"After they stop working, they sometimes find it difficult to make friends and adapt to school.","After they leave work, they sometimes find it difficult to make friends and adapt to school.","After they leave work, they sometimes find it difficult to make friends and adapt to school.
 |<endoflevelone>| 
After they stop working, they sometimes find it difficult to make friends and adapt to school."
s594,It is also difficult to make sure they stay in school  lots of these children dont finish school.,It is also very difficult to make sure they stay in school  lots of these children dont finish school.,"It is also very difficult to make sure they stay in school  lots of these children dont finish school.
 |<endoflevelone>| 
It is also difficult to make sure they stay in school  lots of these children dont finish school."
s595,"In 2015, SOHAY helped 1,540 children to leave dangerous work and helped 2,125 more children  those who would soon start work  to go to school.","In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 more children  those in danger of starting work  into school.","In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 more children  those in danger of starting work  into school.
 |<endoflevelone>| 
In 2015, SOHAY helped 1,540 children to leave dangerous work and helped 2,125 more children  those who would soon start work  to go to school."
s596,About 780 more children are preparing to start school in 2017.,About 780 more children are preparing to enter school in 2017.,"About 780 more children are preparing to enter school in 2017.
 |<endoflevelone>| 
About 780 more children are preparing to start school in 2017."
s597,"The Labour Law of Bangladesh 2006 does not allow children younger than 14 to work but UNICEF says that, in Bangladesh, 4.7 million children younger than 14 are employed and 1.3 million children aged five to 17 do dangerous work.             ","The Labour Law of Bangladesh 2006 does not allow children under the age of 14 to work but, according to the UN childrens agency, UNICEF, 4.7 million children under that age are employed and 1.3 million aged five to 17 work in hazardous industries.","The Labour Law of Bangladesh 2006 does not allow children under the age of 14 to work but, according to the UN childrens agency, UNICEF, 4.7 million children under that age are employed and 1.3 million aged five to 17 work in hazardous industries.
 |<endoflevelone>| 
The Labour Law of Bangladesh 2006 does not allow children younger than 14 to work but UNICEF says that, in Bangladesh, 4.7 million children younger than 14 are employed and 1.3 million children aged five to 17 do dangerous work.             "
s598,Barack Obama has told young people to reject pessimism and meet people who have different political beliefs if they want to change the world.,Barack Obama has urged young people to reject pessimism and interact with people who have different beliefs if they want to make changes in the world.,"Barack Obama has urged young people to reject pessimism and interact with people who have different beliefs if they want to make changes in the world.
 |<endoflevelone>| 
Barack Obama has told young people to reject pessimism and meet people who have different political beliefs if they want to change the world."
s599,"On the last day of his last visit to Britain as US president, Obama told 500 youth leaders at a meeting in London: Reject the idea that there are things we cant control.","On the final day of his last visit to Britain as US president, Obama told 500 youth leaders at a meeting in London: Im here to ask you to reject the idea that there are forces we cant control.","On the final day of his last visit to Britain as US president, Obama told 500 youth leaders at a meeting in London: Im here to ask you to reject the idea that there are forces we cant control.
 |<endoflevelone>| 
On the last day of his last visit to Britain as US president, Obama told 500 youth leaders at a meeting in London: Reject the idea that there are things we cant control."
s6,We want everyone to be who he and she is  whether they are gay and lesbian or try to stop violence and are then victims of harassment.,We want everyone to be who he and she is  whether they are gay and lesbian or resist violence and are then victims of harassment.,"We want everyone to be who he and she is  whether they are gay and lesbian or resist violence and are then victims of harassment.
 |<endoflevelone>| 
We want everyone to be who he and she is  whether they are gay and lesbian or try to stop violence and are then victims of harassment."
s60,"At a smaller rally in Brasilia, demonstrators entered the high-security area of the national congress.","At a far smaller rally in Brasilia, demonstrators broke through police lines to enter the high-security area of the national congress.","At a far smaller rally in Brasilia, demonstrators broke through police lines to enter the high-security area of the national congress.
 |<endoflevelone>| 
At a smaller rally in Brasilia, demonstrators entered the high-security area of the national congress."
s600,Reject pessimism and know that progress is possible.,"Reject pessimism, cynicism and know that progress is possible.","Reject pessimism, cynicism and know that progress is possible.
 |<endoflevelone>| 
Reject pessimism and know that progress is possible."
s601,Obama said he was proud of his healthcare reforms and talked about the 2008 financial crisis: I saved the world from depression  that was quite good.,"Obama said he was proud of his healthcare reforms, which received huge cheers from the audience, and said of the US response to the 2008 financial crisis: Saving the world from great depression  that was quite good.","Obama said he was proud of his healthcare reforms, which received huge cheers from the audience, and said of the US response to the 2008 financial crisis: Saving the world from great depression  that was quite good.
 |<endoflevelone>| 
Obama said he was proud of his healthcare reforms and talked about the 2008 financial crisis: I saved the world from depression  that was quite good."
s602,"Furqan Naeem, from Manchester, said: I recently visited the United States and I saw some really important work the president did  the work brought different people together.","Furqan Naeem, a campaigner from Manchester, said: I recently visited the United States and I saw some really important work the president did  the work celebrated Americas diversity and brought communities together.","Furqan Naeem, a campaigner from Manchester, said: I recently visited the United States and I saw some really important work the president did  the work celebrated Americas diversity and brought communities together.
 |<endoflevelone>| 
Furqan Naeem, from Manchester, said: I recently visited the United States and I saw some really important work the president did  the work brought different people together."
s603,"Later, Obama met Labour Party Leader, Jeremy Corbyn, who said they had an excellent 90-minute discussion.","Later, Obama met Jeremy Corbyn, who said they had an excellent 90-minute discussion.","Later, Obama met Jeremy Corbyn, who said they had an excellent 90-minute discussion.
 |<endoflevelone>| 
Later, Obama met Labour Party Leader, Jeremy Corbyn, who said they had an excellent 90-minute discussion."
s604,"Stewart Baker, who worked at the US National Security Agency (NSA), said Metadata tells you everything about somebodys life.","Stewart Baker, the former general counsel at the US National Security Agency (NSA), said Metadata tells you everything about somebodys life.","Stewart Baker, the former general counsel at the US National Security Agency (NSA), said Metadata tells you everything about somebodys life.
 |<endoflevelone>| 
Stewart Baker, who worked at the US National Security Agency (NSA), said Metadata tells you everything about somebodys life."
s605,"Patrick Mutchler, a researcher at Stanford, said that people who collect the information understand the power of metadata but that the public was in the dark.","Patrick Mutchler, a computer security researcher at Stanford, said that the power of metadata was understood by people who collect the information but the public was in the dark.","Patrick Mutchler, a computer security researcher at Stanford, said that the power of metadata was understood by people who collect the information but the public was in the dark.
 |<endoflevelone>| 
Patrick Mutchler, a researcher at Stanford, said that people who collect the information understand the power of metadata but that the public was in the dark."
s606,"For the study, 823 people agreed for researchers to collect metadata from their phones using an app.","For the study, 823 people agreed to have metadata collected from their phones through an Android app.","For the study, 823 people agreed to have metadata collected from their phones through an Android app.
 |<endoflevelone>| 
For the study, 823 people agreed for researchers to collect metadata from their phones using an app."
s607,"The app also received information from their Facebook pages, which the scientists used to check their results.","The app also received information from their Facebook accounts, which the scientists used to check the accuracy of their results.","The app also received information from their Facebook accounts, which the scientists used to check the accuracy of their results.
 |<endoflevelone>| 
The app also received information from their Facebook pages, which the scientists used to check their results."
s608,"With very little money, Mutchler and Jonathan Mayer found out a lot of personal information about the people in the study.","Mutchler describes how, with very little money, he and Jonathan Mayer, discovered a lot of personal information, some of it confidential, about people who took part in the study.","Mutchler describes how, with very little money, he and Jonathan Mayer, discovered a lot of personal information, some of it confidential, about people who took part in the study.
 |<endoflevelone>| 
With very little money, Mutchler and Jonathan Mayer found out a lot of personal information about the people in the study."
s609,"In this way, they named the city people lived in 57% of the time and were nearly 90% correct in guessing, within 50 miles, where people lived.","In this way, they named the city people lived in 57% of the time and were nearly 90% accurate in placing people within 50 miles of their home.","In this way, they named the city people lived in 57% of the time and were nearly 90% accurate in placing people within 50 miles of their home.
 |<endoflevelone>| 
In this way, they named the city people lived in 57% of the time and were nearly 90% correct in guessing, within 50 miles, where people lived."
s61,"In Belo Horizonte, police clashed with protesters who tried to get into a football stadium, where there was a Confederations Cup match between Nigeria and Tahiti.","In Belo Horizonte, police clashed with protesters who tried to get into a football stadium, which was hosting a Confederations Cup match between Nigeria and Tahiti.","In Belo Horizonte, police clashed with protesters who tried to get into a football stadium, which was hosting a Confederations Cup match between Nigeria and Tahiti.
 |<endoflevelone>| 
In Belo Horizonte, police clashed with protesters who tried to get into a football stadium, where there was a Confederations Cup match between Nigeria and Tahiti."
s610,"Then, the scientists used a simple computer program to analyse peoples calls and this helped them to see who was in a relationship.","Then, using a simple computer program to analyse peoples call patterns, the scientists could see who was in a relationship.","Then, using a simple computer program to analyse peoples call patterns, the scientists could see who was in a relationship.
 |<endoflevelone>| 
Then, the scientists used a simple computer program to analyse peoples calls and this helped them to see who was in a relationship."
s611,"Once they knew the owner of a particular phone number had a partner, it was easy to find out who the partner was, they said.","Once they knew the owner of a particular number had a partner, it was easy to find out who the partner was, they said.","Once they knew the owner of a particular number had a partner, it was easy to find out who the partner was, they said.
 |<endoflevelone>| 
Once they knew the owner of a particular phone number had a partner, it was easy to find out who the partner was, they said."
s612,Pigeon skeletons lie among broken mirrors and water is coming through the walls.,Pigeon skeletons lie among shattered mirrors and water streams through broken walls.,"Pigeon skeletons lie among shattered mirrors and water streams through broken walls.
 |<endoflevelone>| 
Pigeon skeletons lie among broken mirrors and water is coming through the walls."
s613,Their Grecian columns are cracking into pieces and mosaic-tiled swimming pools are filled with broken stones.,Their Grecian columns are cracking into pieces and mosaic-tiled swimming pools are filled with rubble.,"Their Grecian columns are cracking into pieces and mosaic-tiled swimming pools are filled with rubble.
 |<endoflevelone>| 
Their Grecian columns are cracking into pieces and mosaic-tiled swimming pools are filled with broken stones."
s614,Nature has taken control and owls have moved in.,Nature has taken over and owls have moved in.,"Nature has taken over and owls have moved in.
 |<endoflevelone>| 
Nature has taken control and owls have moved in."
s615,"Metal bars block the windows of another mansion, which has sold for 20m.","Metal grilles block the windows of another, which has been sold for 20m.","Metal grilles block the windows of another, which has been sold for 20m.
 |<endoflevelone>| 
Metal bars block the windows of another mansion, which has sold for 20m."
s616,"Inside one mansion, the ceiling has collapsed and water drips through a huge crystal chandelier onto a thick carpet, which is rotting.","Inside one mansion, water drips through a huge crystal chandelier onto a thick carpet rotting under sections of collapsed ceiling.","Inside one mansion, water drips through a huge crystal chandelier onto a thick carpet rotting under sections of collapsed ceiling.
 |<endoflevelone>| 
Inside one mansion, the ceiling has collapsed and water drips through a huge crystal chandelier onto a thick carpet, which is rotting."
s617,Moss grows through bricks and mirrored tiles are lying on a bathroom floor.,Moss grows through shattered bricks and mirrored tiles are lying on a bathroom floor.,"Moss grows through shattered bricks and mirrored tiles are lying on a bathroom floor.
 |<endoflevelone>| 
Moss grows through bricks and mirrored tiles are lying on a bathroom floor."
s618,"There are pigeons in its huge, high-ceiling halls and its walls are bright green with algae.","Its huge, high-ceiling halls are occupied by pigeons and its walls have been turned bright green by algae.","Its huge, high-ceiling halls are occupied by pigeons and its walls have been turned bright green by algae.
 |<endoflevelone>| 
There are pigeons in its huge, high-ceiling halls and its walls are bright green with algae."
s619,A security guard outside one mansion said that the owners were not there.,A security guard patrolling the pavement outside one mansion said that the owners were not there.,"A security guard patrolling the pavement outside one mansion said that the owners were not there.
 |<endoflevelone>| 
A security guard outside one mansion said that the owners were not there."
s62,"In Porto Alegre, demonstrators set fire to a bus and, in Curitiba, protesters tried to enter the office of the state governor.","In Porto Alegre, demonstrators set fire to a bus and, in Curitiba, protesters tried to force their way into the office of the state governor.","In Porto Alegre, demonstrators set fire to a bus and, in Curitiba, protesters tried to force their way into the office of the state governor.
 |<endoflevelone>| 
In Porto Alegre, demonstrators set fire to a bus and, in Curitiba, protesters tried to enter the office of the state governor."
s620,Another guard outside Royal Mansion would not say if anyone was home and a member of staff at another mansion warned the Guardian about the guard dogs.,"Another, outside Royal Mansion, would not say if anyone was home, while a member of staff at another mansion simply warned the Guardian about the guard dogs.","Another, outside Royal Mansion, would not say if anyone was home, while a member of staff at another mansion simply warned the Guardian about the guard dogs.
 |<endoflevelone>| 
Another guard outside Royal Mansion would not say if anyone was home and a member of staff at another mansion warned the Guardian about the guard dogs."
s621,I have never seen what my neighbours look like.,"To be honest, I have never seen what my neighbours look like.","To be honest, I have never seen what my neighbours look like.
 |<endoflevelone>| 
I have never seen what my neighbours look like."
s622,There are about three houses that are lived in 24/7 and half of the houses are lived in three to six months a year.,There are about three houses that are lived in 24/7 and half of the properties are occupied three to six months a year.,"There are about three houses that are lived in 24/7 and half of the properties are occupied three to six months a year.
 |<endoflevelone>| 
There are about three houses that are lived in 24/7 and half of the houses are lived in three to six months a year."
s623,"He has decided to rebuild one of the most expensive sites on the avenue as a collection of 20 apartments with a concierge, maid service, 25-metre pool, spa and cinema.       ","Anil Varma, a local property developer, has decided to rebuild one of the most valuable sites on the avenue as a collection of 20 apartments with a concierge, maid service, 25-metre pool, spa and cinema.","Anil Varma, a local property developer, has decided to rebuild one of the most valuable sites on the avenue as a collection of 20 apartments with a concierge, maid service, 25-metre pool, spa and cinema.
 |<endoflevelone>| 
He has decided to rebuild one of the most expensive sites on the avenue as a collection of 20 apartments with a concierge, maid service, 25-metre pool, spa and cinema.       "
s624,"Haggerty was frustrated when she was unable to buy a TV, which was reduced from 299.99 to 149.99, so rushed to pick up a vacuum cleaner, which was reduced from 319.99 to 159.99.","Frustrated when she was unable to buy a 40 TV reduced from 299.99 to 149.99, Haggerty rushed to pick up a vacuum cleaner, reduced from 319.99 to 159.99.","Frustrated when she was unable to buy a 40 TV reduced from 299.99 to 149.99, Haggerty rushed to pick up a vacuum cleaner, reduced from 319.99 to 159.99.
 |<endoflevelone>| 
Haggerty was frustrated when she was unable to buy a TV, which was reduced from 299.99 to 149.99, so rushed to pick up a vacuum cleaner, which was reduced from 319.99 to 159.99."
s625,I dont even know how much it costs.,I dont even know how much it costs; I dont know even know if Im going to buy it.,"I dont even know how much it costs; I dont know even know if Im going to buy it.
 |<endoflevelone>| 
I dont even know how much it costs."
s626,I dont know even know if Im going to buy it.,I dont even know how much it costs; I dont know even know if Im going to buy it.,"I dont even know how much it costs; I dont know even know if Im going to buy it.
 |<endoflevelone>| 
I dont know even know if Im going to buy it."
s627,Police were called to several other stores just before the doors opened at midnight.,Police intervened at several other stores just before the doors opened at midnight.,"Police intervened at several other stores just before the doors opened at midnight.
 |<endoflevelone>| 
Police were called to several other stores just before the doors opened at midnight."
s628,Manchester Police said they arrested at least two people at Black Friday sales events.,"Meanwhile, Manchester Police said that at least two people had been arrested at Black Friday sales events.","Meanwhile, Manchester Police said that at least two people had been arrested at Black Friday sales events.
 |<endoflevelone>| 
Manchester Police said they arrested at least two people at Black Friday sales events."
s629,Were going to PC World in the morning  their sale starts at 8am.   ,Were going to PC World first thing  their sale starts at 8am. ,"Were going to PC World first thing  their sale starts at 8am. 
 |<endoflevelone>| 
Were going to PC World in the morning  their sale starts at 8am.   "
s63,"Since the dictatorship, Brazilians have never demonstrated like this.","Since the dictatorship, Brazilians never bothered to demonstrate like this.","Since the dictatorship, Brazilians never bothered to demonstrate like this.
 |<endoflevelone>| 
Since the dictatorship, Brazilians have never demonstrated like this."
s630,"These antibodies are part of the bodys response to infections but the best medical evidence has shown high antibody levels do not suggest an allergy, the guide says.","These antibodies are part of the immune systems response to infections but the best medical evidence has shown that high IgG levels do not suggest an allergy, the guide says.","These antibodies are part of the immune systems response to infections but the best medical evidence has shown that high IgG levels do not suggest an allergy, the guide says.
 |<endoflevelone>| 
These antibodies are part of the bodys response to infections but the best medical evidence has shown high antibody levels do not suggest an allergy, the guide says."
s631,"Testing hair is also pointless, the guide says.","Hair sample testing is also pointless, the guide says.","Hair sample testing is also pointless, the guide says.
 |<endoflevelone>| 
Testing hair is also pointless, the guide says."
s632,Hair cannot show if you are allergic or not so testing hair cannot give any useful information on allergies.,Hair is not involved in allergic reactions so testing hair samples cannot provide any useful information on allergies.,"Hair is not involved in allergic reactions so testing hair samples cannot provide any useful information on allergies.
 |<endoflevelone>| 
Hair cannot show if you are allergic or not so testing hair cannot give any useful information on allergies."
s633,"This needs to stop, which can only happen if we prove these tests do not work.","This needs to stop, which can only happen if we prove these tests are unscientific.","This needs to stop, which can only happen if we prove these tests are unscientific.
 |<endoflevelone>| 
This needs to stop, which can only happen if we prove these tests do not work."
s634,"The Sense About Science guide lists a number of myths about the sources of allergies, for example the myths that fast food or E numbers in food colourings cause allergies.   ","The guide lists a number of myths about the sources of allergies, from the suggestion that they are caused by E numbers in food colourings to toxic overload and fast food. ","The guide lists a number of myths about the sources of allergies, from the suggestion that they are caused by E numbers in food colourings to toxic overload and fast food. 
 |<endoflevelone>| 
The Sense About Science guide lists a number of myths about the sources of allergies, for example the myths that fast food or E numbers in food colourings cause allergies.   "
s635,"On the top of a hill, above Northumberlands beautiful Kielder Water lake, a group of people are waiting in a car park next to a strange wooden building.","On the top of a hill, looking down on Northumberlands beautiful Kielder Water reservoir, a group of people wait in a car park next to a strange wooden building.","On the top of a hill, looking down on Northumberlands beautiful Kielder Water reservoir, a group of people wait in a car park next to a strange wooden building.
 |<endoflevelone>| 
On the top of a hill, above Northumberlands beautiful Kielder Water lake, a group of people are waiting in a car park next to a strange wooden building."
s636,"They are here because of the darkness and this is Kielder Observatory, the centre of Britains latest industry  astrotourism.","They are looking for darkness and this is Kielder Observatory, the centre of Britains latest industry  astrotourism.","They are looking for darkness and this is Kielder Observatory, the centre of Britains latest industry  astrotourism.
 |<endoflevelone>| 
They are here because of the darkness and this is Kielder Observatory, the centre of Britains latest industry  astrotourism."
s637,Many more people apply for a night of stargazing at the observatory but not everyone can come because numbers are strictly limited.,Many more apply for a night of stargazing at the observatory but numbers are strictly limited.,"Many more apply for a night of stargazing at the observatory but numbers are strictly limited.
 |<endoflevelone>| 
Many more people apply for a night of stargazing at the observatory but not everyone can come because numbers are strictly limited."
s638,"Instead, they decide to use their powerful telescopes to look at Jupiter and Venus and, later, to find stars such as Capella and Betelgeuse.","Instead, they decide to use their powerful telescopes to observe Jupiter and Venus and, later, to pick out stars such as Capella and Betelgeuse.","Instead, they decide to use their powerful telescopes to observe Jupiter and Venus and, later, to pick out stars such as Capella and Betelgeuse.
 |<endoflevelone>| 
Instead, they decide to use their powerful telescopes to look at Jupiter and Venus and, later, to find stars such as Capella and Betelgeuse."
s639,An extra attraction is the appearance of the International Space Station.,An additional attraction is the appearance of the International Space Station.,"An additional attraction is the appearance of the International Space Station.
 |<endoflevelone>| 
An extra attraction is the appearance of the International Space Station."
